n,m,dual_lp
50,600,6386584
55,660,6632014
60,720,7225529
65,780,7635031
70,840,8270267
75,900,8700511
80,960,8775112
85,1020,9353029
90,1080,9773506
95,1140,10390655
100,1200,10928363
105,1260,11338177
110,1320,11609161
115,1380,12449788
120,1440,14222927
125,1500,14240107
130,1560,13891068
135,1620,14298993
140,1680,14338245
145,1740,14470685
150,1800,14298395
155,1860,15372115
160,1920,17367279
165,1980,17219560
170,2040,17297137
175,2100,17208149
180,2160,18705010
185,2220,19123205
190,2280,21220758
195,2340,24499267
200,2400,24678385
205,2460,26676125
210,2520,26909456
215,2580,25613875
220,2640,27805027
225,2700,27306686
230,2760,27488059
235,2820,27830982
240,2880,29717497
245,2940,30124072
250,3000,31002556
255,3060,32392456
260,3120,32023896
265,3180,31539463
270,3240,31829202
275,3300,31092082
280,3360,31005037
285,3420,35186000
290,3480,33367473
295,3540,33734802
300,3600,33351446
305,3660,34973575
310,3720,34798264
315,3780,35579620
320,3840,37615963
325,3900,35972121
330,3960,37083917
335,4020,37210037
340,4080,36948472
345,4140,39016499
350,4200,37858883
355,4260,38849691
360,4320,39835070
365,4380,39173295
370,4440,41928961
375,4500,40442336
380,4560,41196770
385,4620,42933072
390,4680,43750117
395,4740,42546090
400,4800,45011722
405,4860,45838811
410,4920,47144528
415,4980,45663743
420,5040,45500333
425,5100,45678372
430,5160,47075530
435,5220,46359291
440,5280,46946241
445,5340,48200674
450,5400,47986486
455,5460,50707319
460,5520,51090855
465,5580,50633561
470,5640,50598546
475,5700,52074928
480,5760,52075730
485,5820,52188167
490,5880,52603252
495,5940,53522474
500,6000,55845780
505,6060,56446920
510,6120,56286778
515,6180,56674152
520,6240,62279859
525,6300,59658234
530,6360,69635319
535,6420,62720305
540,6480,68837314
545,6540,67773150
550,6600,65748715
555,6660,70393755
560,6720,70908473
565,6780,70616988
570,6840,69768903
575,6900,74642939
580,6960,74629892
585,7020,70354934
590,7080,73025057
595,7140,76629826
600,7200,74204443
605,7260,75938395
610,7320,77138522
615,7380,79539409
620,7440,79372874
625,7500,80246290
630,7560,75215801
635,7620,77461266
640,7680,77535963
645,7740,81904523
650,7800,82734945
655,7860,90438352
660,7920,86755948
665,7980,82432223
670,8040,86170167
675,8100,89372178
680,8160,84821112
685,8220,83972817
690,8280,86562131
695,8340,90921711
700,8400,95212360
705,8460,85830394
710,8520,91209229
715,8580,96339435
720,8640,100510757
725,8700,98466170
730,8760,94844813
735,8820,92400036
740,8880,111386361
745,8940,102021406
750,9000,106526666
755,9060,103219493
760,9120,123273058
765,9180,100326640
770,9240,111298943
775,9300,107581688
780,9360,100555277
785,9420,102448675
790,9480,109599414
795,9540,117493109
800,9600,109482462
805,9660,111643793
810,9720,104617181
815,9780,119467218
820,9840,113931022
825,9900,120998780
830,9960,115741683
835,10020,134004781
840,10080,211393709
845,10140,179785746
850,10200,172508653
855,10260,195537211
860,10320,184572042
865,10380,244842546
870,10440,223868979
875,10500,182918235
880,10560,180201426
885,10620,174406419
890,10680,186418975
895,10740,181453556
900,10800,184854830
905,10860,184856854
910,10920,184897501
915,10980,227998580
920,11040,190366815
925,11100,196741976
930,11160,216913197
935,11220,209414357
940,11280,206991666
945,11340,188986524
950,11400,200214047
955,11460,199462489
960,11520,192049542
965,11580,222869915
970,11640,199677445
975,11700,203205290
980,11760,198571897
985,11820,194050662
990,11880,220925102
995,11940,206081240
1000,12000,208365972
1005,12060,196962926
1010,12120,206104585
1015,12180,291690935
1020,12240,204599345
1025,12300,207847538
1030,12360,212928279
