n,m,cmin,cmax,dual_lp
50,100,1,1,2407076
55,110,1,1,2268568
60,120,1,1,2360189
65,130,1,1,2263832
70,140,1,1,2418025
75,150,1,1,2477220
80,160,1,1,2517355
85,170,1,1,2788874
90,180,1,1,2888139
95,190,1,1,2816906
100,200,1,1,2833673
105,210,1,1,2830358
110,220,1,1,3373291
115,230,1,1,3838507
120,240,1,1,3214185
125,250,1,1,3479389
130,260,1,1,3832030
135,270,1,1,3513300
140,280,1,1,3734217
145,290,1,1,3463089
150,300,1,1,3535974
155,310,1,1,3879139
160,320,1,1,4005357
165,330,1,1,4000648
170,340,1,1,4053730
175,350,1,1,4384282
180,360,1,1,4301521
185,370,1,1,4466817
190,380,1,1,4322240
195,390,1,1,4534684
200,400,1,1,4683470
205,410,1,1,4591780
210,420,1,1,4718209
215,430,1,1,4789411
220,440,1,1,4716312
225,450,1,1,4790648
230,460,1,1,4986915
235,470,1,1,4959194
240,480,1,1,5180180
245,490,1,1,5136227
250,500,1,1,5369160
255,510,1,1,4958606
260,520,1,1,5323010
265,530,1,1,5538046
270,540,1,1,5688664
275,550,1,1,6731167
280,560,1,1,5487602
285,570,1,1,5895548
290,580,1,1,6439133
295,590,1,1,6125645
300,600,1,1,6378237
305,610,1,1,6599289
310,620,1,1,7191297
315,630,1,1,6824081
320,640,1,1,7657862
325,650,1,1,6749114
330,660,1,1,7727451
335,670,1,1,7579989
340,680,1,1,8072728
345,690,1,1,7441805
350,700,1,1,8342275
355,710,1,1,7951660
360,720,1,1,8314468
365,730,1,1,8436506
370,740,1,1,8463007
375,750,1,1,7837938
380,760,1,1,8229500
385,770,1,1,8098952
390,780,1,1,7931693
395,790,1,1,8221019
400,800,1,1,8033086
405,810,1,1,9614392
410,820,1,1,9464186
415,830,1,1,8987977
420,840,1,1,9433659
425,850,1,1,9976182
430,860,1,1,10670089
435,870,1,1,10573962
440,880,1,1,10126705
445,890,1,1,9397783
450,900,1,1,9700804
455,910,1,1,9844691
460,920,1,1,9244820
465,930,1,1,8961900
470,940,1,1,9679694
475,950,1,1,9618697
480,960,1,1,9173982
485,970,1,1,9633209
490,980,1,1,9336331
495,990,1,1,9550792
500,1000,1,1,9726694
505,1010,1,1,10172152
510,1020,1,1,10602058
515,1030,1,1,10496254
520,1040,1,1,10118118
525,1050,1,1,12067418
530,1060,1,1,11963322
535,1070,1,1,10996572
540,1080,1,1,11029687
545,1090,1,1,10906154
550,1100,1,1,11366935
555,1110,1,1,10708693
560,1120,1,1,10769279
565,1130,1,1,10932375
570,1140,1,1,10698653
575,1150,1,1,11000957
580,1160,1,1,10902068
585,1170,1,1,10791837
590,1180,1,1,10757946
595,1190,1,1,11125575
600,1200,1,1,11914853
605,1210,1,1,12242257
610,1220,1,1,12603407
615,1230,1,1,12612836
620,1240,1,1,12626907
625,1250,1,1,13014821
630,1260,1,1,15341963
635,1270,1,1,12917952
640,1280,1,1,12073463
645,1290,1,1,11911129
650,1300,1,1,11501210
655,1310,1,1,12330490
660,1320,1,1,12649693
665,1330,1,1,12228216
670,1340,1,1,12015552
675,1350,1,1,12788453
680,1360,1,1,13578939
685,1370,1,1,14518940
690,1380,1,1,13957240
695,1390,1,1,13847772
700,1400,1,1,14039260
705,1410,1,1,14084902
710,1420,1,1,13510898
715,1430,1,1,13474002
720,1440,1,1,13528745
725,1450,1,1,13311047
730,1460,1,1,13066825
735,1470,1,1,13372821
740,1480,1,1,13389344
745,1490,1,1,13743648
750,1500,1,1,13551859
755,1510,1,1,15658915
760,1520,1,1,14765094
765,1530,1,1,15420566
770,1540,1,1,15597745
775,1550,1,1,14856834
780,1560,1,1,14333673
785,1570,1,1,15373250
790,1580,1,1,14191520
795,1590,1,1,13969502
800,1600,1,1,13973378
805,1610,1,1,14502154
810,1620,1,1,14416434
815,1630,1,1,14468699
820,1640,1,1,15035250
825,1650,1,1,16284799
830,1660,1,1,16419407
835,1670,1,1,16624568
840,1680,1,1,16401097
845,1690,1,1,17176542
850,1700,1,1,16022782
855,1710,1,1,15347785
860,1720,1,1,15000016
865,1730,1,1,15466029
870,1740,1,1,15903009
875,1750,1,1,15905583
880,1760,1,1,15492104
885,1770,1,1,16287491
890,1780,1,1,16662471
895,1790,1,1,16793012
900,1800,1,1,16364275
905,1810,1,1,17111534
910,1820,1,1,17825393
915,1830,1,1,16661055
920,1840,1,1,16315609
925,1850,1,1,16398418
930,1860,1,1,17134342
935,1870,1,1,17369605
940,1880,1,1,16958974
945,1890,1,1,18564312
950,1900,1,1,18048752
955,1910,1,1,18348407
960,1920,1,1,18174946
965,1930,1,1,19089532
970,1940,1,1,18764385
975,1950,1,1,17345471
980,1960,1,1,18159546
985,1970,1,1,17675874
990,1980,1,1,18859579
995,1990,1,1,17589429
1000,2000,1,1,19414257
1005,2010,1,1,20515513
1010,2020,1,1,19590821
1015,2030,1,1,19192193
1020,2040,1,1,18780683
1025,2050,1,1,19258293
1030,2060,1,1,18454799
1035,2070,1,1,18706596
1040,2080,1,1,18708692
1045,2090,1,1,20095608
1050,2100,1,1,18643684
1055,2110,1,1,20625079
1060,2120,1,1,20963651
1065,2130,1,1,21284543
1070,2140,1,1,20408478
1075,2150,1,1,20904627
1080,2160,1,1,19222715
1085,2170,1,1,19047147
1090,2180,1,1,21939011
1095,2190,1,1,19573950
1100,2200,1,1,20322382
1105,2210,1,1,20861076
1110,2220,1,1,22095315
1115,2230,1,1,21690082
1120,2240,1,1,21489908
1125,2250,1,1,21215002
1130,2260,1,1,20064763
1135,2270,1,1,20746075
1140,2280,1,1,21562233
1145,2290,1,1,21381214
1150,2300,1,1,22244008
1155,2310,1,1,22071601
1160,2320,1,1,23564965
1165,2330,1,1,24059665
1170,2340,1,1,24236178
1175,2350,1,1,22338751
1180,2360,1,1,21791107
1185,2370,1,1,22343075
1190,2380,1,1,22481068
1195,2390,1,1,22965859
1200,2400,1,1,22429197
1205,2410,1,1,23909369
1210,2420,1,1,23937409
1215,2430,1,1,23046086
1220,2440,1,1,22290154
1225,2450,1,1,23439139
1230,2460,1,1,22036293
1235,2470,1,1,21780473
