n,m,cmin,cmax,dual_lp
50,600,1,100,8341590
55,660,1,100,6758297
60,720,1,100,9283384
65,780,1,100,8547123
70,840,1,100,10860935
75,900,1,100,10155770
80,960,1,100,12850387
85,1020,1,100,10357857
90,1080,1,100,10450848
95,1140,1,100,10928162
100,1200,1,100,11235365
105,1260,1,100,12045840
110,1320,1,100,12132879
115,1380,1,100,12505544
120,1440,1,100,13464845
125,1500,1,100,14085053
130,1560,1,100,13453402
135,1620,1,100,15103333
140,1680,1,100,14325600
145,1740,1,100,15444137
150,1800,1,100,15890739
155,1860,1,100,15731190
160,1920,1,100,16002365
165,1980,1,100,16975554
170,2040,1,100,17483025
175,2100,1,100,18980487
180,2160,1,100,19134142
185,2220,1,100,19396801
190,2280,1,100,22026216
195,2340,1,100,24487222
200,2400,1,100,24326712
205,2460,1,100,26803387
210,2520,1,100,25880503
215,2580,1,100,25868166
220,2640,1,100,27007992
225,2700,1,100,27318177
230,2760,1,100,27827280
235,2820,1,100,28309124
240,2880,1,100,29228971
245,2940,1,100,29590483
250,3000,1,100,30106303
255,3060,1,100,31933549
260,3120,1,100,33048231
265,3180,1,100,31812962
270,3240,1,100,32491449
275,3300,1,100,30345628
280,3360,1,100,30799113
285,3420,1,100,32720839
290,3480,1,100,31318172
295,3540,1,100,33121553
300,3600,1,100,32356110
305,3660,1,100,33242783
310,3720,1,100,33270567
315,3780,1,100,34754325
320,3840,1,100,37609372
325,3900,1,100,36640606
330,3960,1,100,36801175
335,4020,1,100,39758810
340,4080,1,100,37713307
345,4140,1,100,40464844
350,4200,1,100,70251564
355,4260,1,100,61810069
360,4320,1,100,46340681
365,4380,1,100,38296608
370,4440,1,100,42218323
375,4500,1,100,44004802
380,4560,1,100,44599959
385,4620,1,100,41731981
390,4680,1,100,45205065
395,4740,1,100,43322623
400,4800,1,100,44136025
405,4860,1,100,46213804
410,4920,1,100,44983861
415,4980,1,100,48294301
420,5040,1,100,47335189
425,5100,1,100,46203710
430,5160,1,100,48626756
435,5220,1,100,46562894
440,5280,1,100,51082600
445,5340,1,100,48844070
450,5400,1,100,48682311
455,5460,1,100,50353155
460,5520,1,100,48415664
465,5580,1,100,49473772
470,5640,1,100,50979139
475,5700,1,100,51867991
480,5760,1,100,54905513
485,5820,1,100,54112918
490,5880,1,100,55735723
495,5940,1,100,54022165
500,6000,1,100,55402559
505,6060,1,100,58219338
510,6120,1,100,58990619
515,6180,1,100,58285686
520,6240,1,100,59241698
525,6300,1,100,61868236
530,6360,1,100,70043306
535,6420,1,100,67432178
540,6480,1,100,69473536
545,6540,1,100,68652720
550,6600,1,100,74888520
555,6660,1,100,79004983
560,6720,1,100,69940920
565,6780,1,100,75468158
570,6840,1,100,77165495
575,6900,1,100,80350577
580,6960,1,100,82506325
585,7020,1,100,75782712
590,7080,1,100,84294061
595,7140,1,100,83549530
600,7200,1,100,84226657
605,7260,1,100,88446282
610,7320,1,100,89909635
615,7380,1,100,78994400
620,7440,1,100,82207834
625,7500,1,100,82381971
630,7560,1,100,83710520
635,7620,1,100,88844943
640,7680,1,100,89220920
645,7740,1,100,91468174
650,7800,1,100,91548222
655,7860,1,100,89298287
660,7920,1,100,90279765
665,7980,1,100,86708454
670,8040,1,100,87526307
675,8100,1,100,92608644
680,8160,1,100,93104910
685,8220,1,100,97288895
690,8280,1,100,91126266
695,8340,1,100,93683011
700,8400,1,100,93802263
705,8460,1,100,99645537
710,8520,1,100,90420451
715,8580,1,100,95914808
720,8640,1,100,103231881
725,8700,1,100,106455490
730,8760,1,100,103718453
735,8820,1,100,97473035
740,8880,1,100,105100848
745,8940,1,100,103722353
750,9000,1,100,103825807
755,9060,1,100,104769420
760,9120,1,100,111593115
765,9180,1,100,108959513
770,9240,1,100,106914037
775,9300,1,100,112803008
780,9360,1,100,112533455
785,9420,1,100,116693142
790,9480,1,100,110561569
795,9540,1,100,110730032
800,9600,1,100,118821139
