n,m,cmin,cmax,primal_lp
50,50,1,1,21002931
55,55,1,1,3116506
60,60,1,1,2703165
65,65,1,1,2620751
70,70,1,1,2655244
75,75,1,1,1852438
80,80,1,1,1525058
85,85,1,1,1951508
90,90,1,1,1718400
95,95,1,1,1680189
100,100,1,1,1599764
105,105,1,1,1534283
110,110,1,1,1562789
115,115,1,1,1632213
120,120,1,1,1961641
125,125,1,1,1884941
130,130,1,1,1982891
135,135,1,1,1831614
140,140,1,1,2179233
145,145,1,1,2105348
150,150,1,1,2063054
155,155,1,1,1877881
160,160,1,1,2092811
165,165,1,1,1949247
170,170,1,1,2338255
175,175,1,1,2025763
180,180,1,1,2429274
185,185,1,1,2118055
190,190,1,1,1974607
195,195,1,1,2200621
200,200,1,1,2171927
205,205,1,1,2578995
210,210,1,1,2278940
215,215,1,1,2379271
220,220,1,1,2493448
225,225,1,1,2327067
230,230,1,1,2341562
235,235,1,1,2435449
240,240,1,1,2714609
245,245,1,1,2501211
250,250,1,1,2694554
255,255,1,1,2532126
260,260,1,1,2520654
265,265,1,1,2544150
270,270,1,1,2971238
275,275,1,1,2835878
280,280,1,1,2491509
285,285,1,1,2428409
290,290,1,1,2500809
295,295,1,1,2568726
300,300,1,1,2934225
305,305,1,1,2399118
310,310,1,1,3188618
315,315,1,1,2915465
320,320,1,1,2814314
325,325,1,1,3240723
330,330,1,1,3069011
335,335,1,1,2999430
340,340,1,1,3251459
345,345,1,1,3135585
350,350,1,1,2767906
355,355,1,1,3316630
360,360,1,1,3094864
365,365,1,1,2898246
370,370,1,1,2729008
375,375,1,1,2765464
380,380,1,1,3340612
385,385,1,1,3089607
390,390,1,1,2769917
395,395,1,1,2889805
400,400,1,1,3084563
405,405,1,1,3244345
410,410,1,1,3177379
415,415,1,1,3195380
420,420,1,1,2902756
425,425,1,1,3012223
430,430,1,1,3348367
435,435,1,1,3326242
440,440,1,1,3052927
445,445,1,1,3096999
450,450,1,1,3174543
455,455,1,1,3425071
460,460,1,1,3114516
465,465,1,1,3220684
470,470,1,1,3198107
475,475,1,1,3566835
480,480,1,1,3360493
485,485,1,1,2966275
490,490,1,1,3350813
495,495,1,1,3556690
500,500,1,1,3847875
505,505,1,1,3333027
510,510,1,1,3269717
515,515,1,1,3309372
520,520,1,1,3437301
525,525,1,1,5050634
530,530,1,1,3240699
535,535,1,1,3495357
540,540,1,1,3483935
545,545,1,1,3845654
550,550,1,1,3525582
555,555,1,1,3316527
560,560,1,1,3561971
565,565,1,1,4391847
570,570,1,1,3962053
575,575,1,1,3588249
580,580,1,1,3765607
585,585,1,1,4367050
590,590,1,1,4130204
595,595,1,1,4570593
600,600,1,1,4796753
605,605,1,1,4609532
610,610,1,1,3956047
615,615,1,1,4105155
620,620,1,1,4504184
625,625,1,1,4646641
630,630,1,1,4065880
635,635,1,1,3865059
640,640,1,1,4448550
645,645,1,1,4697547
650,650,1,1,4159968
655,655,1,1,4280228
660,660,1,1,4429039
665,665,1,1,4104651
670,670,1,1,4163430
675,675,1,1,5008168
680,680,1,1,4023523
685,685,1,1,3897281
690,690,1,1,4052587
695,695,1,1,4290354
700,700,1,1,4024105
705,705,1,1,3888038
710,710,1,1,4694656
715,715,1,1,4545808
720,720,1,1,4376801
725,725,1,1,4252249
730,730,1,1,4721063
735,735,1,1,4231361
740,740,1,1,4165680
745,745,1,1,4612031
750,750,1,1,4426698
755,755,1,1,4215502
760,760,1,1,4232756
765,765,1,1,4963953
770,770,1,1,4104992
775,775,1,1,5840383
780,780,1,1,6622449
785,785,1,1,4756483
790,790,1,1,4837135
795,795,1,1,5599399
800,800,1,1,5034557
805,805,1,1,4997509
810,810,1,1,5836457
815,815,1,1,4846890
820,820,1,1,4831644
825,825,1,1,7275783
830,830,1,1,5351481
835,835,1,1,5376498
840,840,1,1,5725400
845,845,1,1,5140291
850,850,1,1,5632450
855,855,1,1,5026743
860,860,1,1,5058783
865,865,1,1,5659744
870,870,1,1,5227136
875,875,1,1,4515996
880,880,1,1,5645412
885,885,1,1,5816145
890,890,1,1,5367115
895,895,1,1,5618036
900,900,1,1,4911532
905,905,1,1,4802784
910,910,1,1,5276291
915,915,1,1,5071377
920,920,1,1,5117237
925,925,1,1,5526208
930,930,1,1,4811673
935,935,1,1,5467246
940,940,1,1,5848377
945,945,1,1,5228027
950,950,1,1,5203744
955,955,1,1,5847285
960,960,1,1,5465875
965,965,1,1,5614785
970,970,1,1,6055520
975,975,1,1,5367814
980,980,1,1,5536836
985,985,1,1,6017326
990,990,1,1,5737279
995,995,1,1,6273349
1000,1000,1,1,6658968
1005,1005,1,1,6704406
1010,1010,1,1,5712964
1015,1015,1,1,6516211
1020,1020,1,1,6678603
1025,1025,1,1,5572766
1030,1030,1,1,5930566
1035,1035,1,1,6084152
1040,1040,1,1,5492077
1045,1045,1,1,6147987
1050,1050,1,1,5347738
1055,1055,1,1,9511782
1060,1060,1,1,7836573
1065,1065,1,1,6028425
1070,1070,1,1,5951897
1075,1075,1,1,5666246
1080,1080,1,1,6020719
1085,1085,1,1,5464655
1090,1090,1,1,5759768
1095,1095,1,1,6176871
1100,1100,1,1,5730104
1105,1105,1,1,5536628
1110,1110,1,1,5882915
1115,1115,1,1,5758449
1120,1120,1,1,6414684
1125,1125,1,1,6013677
1130,1130,1,1,5922848
1135,1135,1,1,6875211
1140,1140,1,1,5970971
