n,m,cmin,cmax,dinic
50,50,1,1,22731
55,55,1,1,38611
60,60,1,1,24392
65,65,1,1,32472
70,70,1,1,43191
75,75,1,1,26916
80,80,1,1,30828
85,85,1,1,35025
90,90,1,1,32784
95,95,1,1,33913
100,100,1,1,72584
105,105,1,1,62203
110,110,1,1,48790
115,115,1,1,45418
120,120,1,1,58814
125,125,1,1,70001
130,130,1,1,112575
135,135,1,1,84849
140,140,1,1,61147
145,145,1,1,68436
150,150,1,1,151283
155,155,1,1,67906
160,160,1,1,59336
165,165,1,1,71417
170,170,1,1,65243
175,175,1,1,66586
180,180,1,1,73666
185,185,1,1,68591
190,190,1,1,72159
195,195,1,1,108339
200,200,1,1,64376
205,205,1,1,74350
210,210,1,1,98657
215,215,1,1,36333
220,220,1,1,33351
225,225,1,1,34053
230,230,1,1,37706
235,235,1,1,35792
240,240,1,1,36192
245,245,1,1,37172
250,250,1,1,41176
255,255,1,1,41473
260,260,1,1,48198
265,265,1,1,41170
270,270,1,1,42375
275,275,1,1,45292
280,280,1,1,42864
285,285,1,1,43720
290,290,1,1,49063
295,295,1,1,51969
300,300,1,1,48735
305,305,1,1,46154
310,310,1,1,46412
315,315,1,1,48217
320,320,1,1,48548
325,325,1,1,49488
330,330,1,1,50513
335,335,1,1,57667
340,340,1,1,79846
345,345,1,1,83114
350,350,1,1,70149
355,355,1,1,53384
360,360,1,1,53929
365,365,1,1,55782
370,370,1,1,59323
375,375,1,1,56870
380,380,1,1,56614
385,385,1,1,60641
390,390,1,1,56964
395,395,1,1,83972
400,400,1,1,60894
405,405,1,1,60916
410,410,1,1,61010
415,415,1,1,62417
420,420,1,1,63841
425,425,1,1,63107
430,430,1,1,69160
435,435,1,1,75972
440,440,1,1,68323
445,445,1,1,66343
450,450,1,1,66475
455,455,1,1,66741
460,460,1,1,67851
465,465,1,1,69044
470,470,1,1,68547
475,475,1,1,69087
480,480,1,1,71344
485,485,1,1,71703
490,490,1,1,71804
495,495,1,1,81412
500,500,1,1,79303
505,505,1,1,79213
510,510,1,1,80238
515,515,1,1,138795
520,520,1,1,83072
525,525,1,1,85402
530,530,1,1,77414
535,535,1,1,80484
540,540,1,1,77460
545,545,1,1,78504
550,550,1,1,81024
555,555,1,1,79257
560,560,1,1,82805
565,565,1,1,82357
570,570,1,1,105200
575,575,1,1,84009
580,580,1,1,82766
585,585,1,1,84861
590,590,1,1,94652
595,595,1,1,85946
600,600,1,1,94415
605,605,1,1,85470
610,610,1,1,87137
615,615,1,1,88943
620,620,1,1,88787
625,625,1,1,88956
630,630,1,1,94613
635,635,1,1,90208
640,640,1,1,91354
645,645,1,1,92372
650,650,1,1,93109
655,655,1,1,94096
660,660,1,1,106862
665,665,1,1,103405
670,670,1,1,95492
675,675,1,1,95069
680,680,1,1,99345
685,685,1,1,97284
690,690,1,1,97665
695,695,1,1,97209
700,700,1,1,98831
705,705,1,1,117960
710,710,1,1,219202
715,715,1,1,102415
720,720,1,1,101568
725,725,1,1,100987
730,730,1,1,102693
735,735,1,1,103445
740,740,1,1,103634
745,745,1,1,103869
750,750,1,1,105004
755,755,1,1,105656
760,760,1,1,106905
765,765,1,1,107491
770,770,1,1,108265
775,775,1,1,108449
780,780,1,1,109768
785,785,1,1,112761
790,790,1,1,110553
795,795,1,1,110011
800,800,1,1,111581
805,805,1,1,113709
810,810,1,1,119175
815,815,1,1,147249
820,820,1,1,114180
825,825,1,1,115423
830,830,1,1,116323
