n,m,cmin,cmax,dinic
50,100,1,100,20224
55,110,1,100,18276
60,120,1,100,27902
65,130,1,100,19042
70,140,1,100,23417
75,150,1,100,26110
80,160,1,100,25797
85,170,1,100,35224
90,180,1,100,38886
95,190,1,100,24478
100,200,1,100,45660
105,210,1,100,27524
110,220,1,100,68299
115,230,1,100,47438
120,240,1,100,65476
125,250,1,100,43009
130,260,1,100,48067
135,270,1,100,41828
140,280,1,100,39590
145,290,1,100,41016
150,300,1,100,45113
155,310,1,100,45827
160,320,1,100,47055
165,330,1,100,42848
170,340,1,100,46105
175,350,1,100,46169
180,360,1,100,48503
185,370,1,100,51885
190,380,1,100,50623
195,390,1,100,90976
200,400,1,100,51323
205,410,1,100,71743
210,420,1,100,73037
215,430,1,100,73608
220,440,1,100,98050
225,450,1,100,56767
230,460,1,100,55567
235,470,1,100,56133
240,480,1,100,66496
245,490,1,100,69712
250,500,1,100,70539
255,510,1,100,69942
260,520,1,100,82686
265,530,1,100,75592
270,540,1,100,74143
275,550,1,100,74368
280,560,1,100,74375
285,570,1,100,115023
290,580,1,100,99236
295,590,1,100,78640
300,600,1,100,79983
305,610,1,100,79956
310,620,1,100,80315
315,630,1,100,82903
320,640,1,100,83951
325,650,1,100,84130
330,660,1,100,100211
335,670,1,100,101735
340,680,1,100,142180
345,690,1,100,152924
350,700,1,100,120590
355,710,1,100,271780
360,720,1,100,108366
365,730,1,100,165753
370,740,1,100,167257
375,750,1,100,112354
380,760,1,100,127693
385,770,1,100,159137
390,780,1,100,129725
395,790,1,100,225162
400,800,1,100,171152
405,810,1,100,203762
410,820,1,100,173051
415,830,1,100,213265
420,840,1,100,186044
425,850,1,100,327028
430,860,1,100,178020
435,870,1,100,142418
440,880,1,100,299688
445,890,1,100,155212
450,900,1,100,147601
455,910,1,100,427902
460,920,1,100,227735
465,930,1,100,191048
470,940,1,100,185127
475,950,1,100,138520
480,960,1,100,140125
485,970,1,100,141073
490,980,1,100,141247
495,990,1,100,159246
500,1000,1,100,147446
505,1010,1,100,150598
510,1020,1,100,241149
515,1030,1,100,257207
520,1040,1,100,254442
525,1050,1,100,252941
530,1060,1,100,306280
535,1070,1,100,239421
540,1080,1,100,186535
545,1090,1,100,171243
550,1100,1,100,172048
555,1110,1,100,174668
560,1120,1,100,182345
565,1130,1,100,189077
570,1140,1,100,204322
575,1150,1,100,236745
580,1160,1,100,252104
585,1170,1,100,182758
590,1180,1,100,234888
595,1190,1,100,184856
600,1200,1,100,194008
605,1210,1,100,187032
610,1220,1,100,203732
615,1230,1,100,189638
620,1240,1,100,190355
625,1250,1,100,193199
630,1260,1,100,185843
635,1270,1,100,187793
640,1280,1,100,188079
645,1290,1,100,221412
650,1300,1,100,221117
655,1310,1,100,206013
660,1320,1,100,198075
665,1330,1,100,200115
670,1340,1,100,250027
675,1350,1,100,225327
680,1360,1,100,238786
685,1370,1,100,293025
690,1380,1,100,241896
695,1390,1,100,341616
700,1400,1,100,254724
705,1410,1,100,212103
710,1420,1,100,213863
715,1430,1,100,228053
720,1440,1,100,214925
725,1450,1,100,213564
730,1460,1,100,248890
735,1470,1,100,297619
740,1480,1,100,219107
745,1490,1,100,221941
750,1500,1,100,360968
755,1510,1,100,371233
760,1520,1,100,369844
765,1530,1,100,457538
770,1540,1,100,283193
775,1550,1,100,261939
780,1560,1,100,238723
785,1570,1,100,329821
790,1580,1,100,240969
795,1590,1,100,242770
800,1600,1,100,239406
805,1610,1,100,239722
810,1620,1,100,294700
815,1630,1,100,299532
820,1640,1,100,252335
825,1650,1,100,247179
830,1660,1,100,446078
835,1670,1,100,286653
840,1680,1,100,287356
845,1690,1,100,429858
850,1700,1,100,321809
855,1710,1,100,265659
860,1720,1,100,269452
865,1730,1,100,351622
870,1740,1,100,322936
875,1750,1,100,360059
880,1760,1,100,286386
885,1770,1,100,283923
890,1780,1,100,297981
895,1790,1,100,376117
900,1800,1,100,321284
905,1810,1,100,454395
910,1820,1,100,415629
915,1830,1,100,593714
920,1840,1,100,339202
925,1850,1,100,320300
930,1860,1,100,503150
935,1870,1,100,439155
940,1880,1,100,301245
945,1890,1,100,297066
950,1900,1,100,318447
955,1910,1,100,352589
960,1920,1,100,316070
965,1930,1,100,522504
970,1940,1,100,297880
975,1950,1,100,325073
980,1960,1,100,614889
985,1970,1,100,410095
990,1980,1,100,312775
995,1990,1,100,261150
1000,2000,1,100,273878
1005,2010,1,100,262948
1010,2020,1,100,331695
1015,2030,1,100,432819
1020,2040,1,100,501816
1025,2050,1,100,407240
1030,2060,1,100,281511
1035,2070,1,100,443718
