n,m,cmin,cmax,dual_lp
50,600,1,1,6509232
55,660,1,1,6954221
60,720,1,1,7330612
65,780,1,1,7641066
70,840,1,1,8281884
75,900,1,1,8778614
80,960,1,1,10029794
85,1020,1,1,10727498
90,1080,1,1,10511063
95,1140,1,1,11465795
100,1200,1,1,11392160
105,1260,1,1,11615055
110,1320,1,1,11150707
115,1380,1,1,12320306
120,1440,1,1,13515092
125,1500,1,1,13131300
130,1560,1,1,14937655
135,1620,1,1,14002843
140,1680,1,1,14293623
145,1740,1,1,14535918
150,1800,1,1,14632194
155,1860,1,1,15619554
160,1920,1,1,17979468
165,1980,1,1,17731954
170,2040,1,1,17881148
175,2100,1,1,16874217
180,2160,1,1,18718289
185,2220,1,1,19836109
190,2280,1,1,21272562
195,2340,1,1,23162371
200,2400,1,1,25694168
205,2460,1,1,26999097
210,2520,1,1,26018109
215,2580,1,1,25843191
220,2640,1,1,27129856
225,2700,1,1,27556137
230,2760,1,1,29672383
235,2820,1,1,27816055
240,2880,1,1,32323690
245,2940,1,1,32252736
250,3000,1,1,29428524
255,3060,1,1,30520467
260,3120,1,1,31158760
265,3180,1,1,31023787
270,3240,1,1,31960988
275,3300,1,1,31897030
280,3360,1,1,30999026
285,3420,1,1,32332006
290,3480,1,1,32619928
295,3540,1,1,33287095
300,3600,1,1,35993875
305,3660,1,1,34468219
310,3720,1,1,34699192
315,3780,1,1,35421149
320,3840,1,1,37367008
325,3900,1,1,35687728
330,3960,1,1,36554795
335,4020,1,1,37739361
340,4080,1,1,37468555
345,4140,1,1,39654450
350,4200,1,1,38735161
355,4260,1,1,39318292
360,4320,1,1,41043763
365,4380,1,1,39826322
370,4440,1,1,43187698
375,4500,1,1,40898661
380,4560,1,1,43783042
385,4620,1,1,42562214
390,4680,1,1,45581554
395,4740,1,1,45383615
400,4800,1,1,46921708
405,4860,1,1,45745566
410,4920,1,1,46445976
415,4980,1,1,46522115
420,5040,1,1,48689260
425,5100,1,1,46893485
