n,m,cmin,cmax,dinic
50,600,1,100,75217
55,660,1,100,72407
60,720,1,100,77590
65,780,1,100,95677
70,840,1,100,89097
75,900,1,100,94508
80,960,1,100,116007
85,1020,1,100,99840
90,1080,1,100,136365
95,1140,1,100,150125
100,1200,1,100,143817
105,1260,1,100,141416
110,1320,1,100,148553
115,1380,1,100,188335
120,1440,1,100,181700
125,1500,1,100,240216
130,1560,1,100,224098
135,1620,1,100,226039
140,1680,1,100,239798
145,1740,1,100,234359
150,1800,1,100,247785
155,1860,1,100,216271
160,1920,1,100,259114
165,1980,1,100,272213
170,2040,1,100,279451
175,2100,1,100,295274
180,2160,1,100,308525
185,2220,1,100,308663
190,2280,1,100,313224
195,2340,1,100,341435
200,2400,1,100,405981
205,2460,1,100,324278
210,2520,1,100,313190
215,2580,1,100,397266
220,2640,1,100,327567
225,2700,1,100,331954
230,2760,1,100,413323
235,2820,1,100,347412
240,2880,1,100,364016
245,2940,1,100,379940
250,3000,1,100,432241
255,3060,1,100,422450
260,3120,1,100,457192
265,3180,1,100,527592
270,3240,1,100,493149
275,3300,1,100,486736
280,3360,1,100,472335
285,3420,1,100,455729
290,3480,1,100,466954
295,3540,1,100,454915
300,3600,1,100,491457
305,3660,1,100,375738
310,3720,1,100,505533
315,3780,1,100,584698
320,3840,1,100,730745
325,3900,1,100,515108
330,3960,1,100,573230
335,4020,1,100,530537
340,4080,1,100,508989
345,4140,1,100,661060
350,4200,1,100,649427
355,4260,1,100,437511
360,4320,1,100,544126
365,4380,1,100,605676
370,4440,1,100,469617
375,4500,1,100,515924
380,4560,1,100,551302
385,4620,1,100,957819
390,4680,1,100,555600
395,4740,1,100,553282
400,4800,1,100,784640
405,4860,1,100,698162
410,4920,1,100,566162
415,4980,1,100,648901
420,5040,1,100,719501
425,5100,1,100,587500
430,5160,1,100,688288
435,5220,1,100,761377
440,5280,1,100,651207
445,5340,1,100,704444
450,5400,1,100,802964
455,5460,1,100,833169
460,5520,1,100,795563
465,5580,1,100,732684
470,5640,1,100,696779
475,5700,1,100,676791
480,5760,1,100,764955
485,5820,1,100,700547
490,5880,1,100,729177
495,5940,1,100,784649
500,6000,1,100,675459
505,6060,1,100,838925
510,6120,1,100,773215
515,6180,1,100,695078
520,6240,1,100,817496
525,6300,1,100,834456
530,6360,1,100,867073
535,6420,1,100,841490
540,6480,1,100,787416
545,6540,1,100,815767
550,6600,1,100,754399
555,6660,1,100,885237
560,6720,1,100,873500
565,6780,1,100,853690
570,6840,1,100,897099
575,6900,1,100,846212
580,6960,1,100,811851
585,7020,1,100,1116031
590,7080,1,100,940064
595,7140,1,100,876185
600,7200,1,100,1481122
605,7260,1,100,991210
610,7320,1,100,1026106
615,7380,1,100,1347275
620,7440,1,100,1022298
625,7500,1,100,992942
630,7560,1,100,1210788
635,7620,1,100,1032434
640,7680,1,100,1042047
645,7740,1,100,1320533
650,7800,1,100,1406566
655,7860,1,100,1378228
660,7920,1,100,1220055
665,7980,1,100,1156106
670,8040,1,100,1056844
675,8100,1,100,1039695
680,8160,1,100,1184562
685,8220,1,100,1247420
690,8280,1,100,1343242
695,8340,1,100,1281689
700,8400,1,100,1568347
705,8460,1,100,1891660
710,8520,1,100,1355206
715,8580,1,100,1637282
720,8640,1,100,1162608
725,8700,1,100,1164388
730,8760,1,100,1237926
735,8820,1,100,1249555
740,8880,1,100,1355272
745,8940,1,100,1317281
750,9000,1,100,1203421
755,9060,1,100,1756223
760,9120,1,100,1248565
765,9180,1,100,1242682
770,9240,1,100,1255819
775,9300,1,100,1274787
780,9360,1,100,1366590
785,9420,1,100,1354759
790,9480,1,100,1374636
795,9540,1,100,1319835
800,9600,1,100,1765421
805,9660,1,100,1509368
810,9720,1,100,1469769
815,9780,1,100,1481274
820,9840,1,100,1446426
825,9900,1,100,1536039
830,9960,1,100,1498198
835,10020,1,100,1443883
840,10080,1,100,1636603
845,10140,1,100,1397255
850,10200,1,100,1668108
855,10260,1,100,1338275
860,10320,1,100,1432380
865,10380,1,100,1756664
870,10440,1,100,1547758
875,10500,1,100,1424461
880,10560,1,100,1537056
885,10620,1,100,1488048
890,10680,1,100,1440016
895,10740,1,100,1577342
900,10800,1,100,1467328
905,10860,1,100,1367486
910,10920,1,100,1521619
915,10980,1,100,1623920
920,11040,1,100,1370103
925,11100,1,100,1365559
930,11160,1,100,1419953
935,11220,1,100,1415199
940,11280,1,100,1376834
945,11340,1,100,1442655
950,11400,1,100,1355430
955,11460,1,100,1814798
960,11520,1,100,1634534
965,11580,1,100,1409300
970,11640,1,100,1943751
975,11700,1,100,1630220
980,11760,1,100,1523244
985,11820,1,100,1596334
990,11880,1,100,1653855
995,11940,1,100,1604446
1000,12000,1,100,1732036
1005,12060,1,100,1620083
1010,12120,1,100,1736382
1015,12180,1,100,1598490
1020,12240,1,100,1702729
1025,12300,1,100,1691726
1030,12360,1,100,1738880
1035,12420,1,100,1820935
1040,12480,1,100,1549462
1045,12540,1,100,2093502
1050,12600,1,100,1738273
1055,12660,1,100,1574519
1060,12720,1,100,1742007
1065,12780,1,100,1671097
1070,12840,1,100,1904203
1075,12900,1,100,1957656
1080,12960,1,100,1769921
1085,13020,1,100,2387856
1090,13080,1,100,1749514
1095,13140,1,100,1776645
1100,13200,1,100,1824161
1105,13260,1,100,1769403
1110,13320,1,100,1909724
1115,13380,1,100,1619184
1120,13440,1,100,1767044
1125,13500,1,100,2001106
1130,13560,1,100,1955599
1135,13620,1,100,1860749
1140,13680,1,100,2010118
1145,13740,1,100,1846701
1150,13800,1,100,1719618
1155,13860,1,100,1892209
1160,13920,1,100,2241663
1165,13980,1,100,2048760
1170,14040,1,100,2222480
1175,14100,1,100,1917027
1180,14160,1,100,2437408
1185,14220,1,100,2353562
1190,14280,1,100,2087913
1195,14340,1,100,2279944
1200,14400,1,100,2210162
1205,14460,1,100,2188459
1210,14520,1,100,2175628
1215,14580,1,100,2259940
1220,14640,1,100,2558233
1225,14700,1,100,1994286
1230,14760,1,100,2196543
1235,14820,1,100,2083087
1240,14880,1,100,2008527
1245,14940,1,100,1808027
1250,15000,1,100,1960338
1255,15060,1,100,2469365
1260,15120,1,100,2164213
1265,15180,1,100,1986544
1270,15240,1,100,2755481
1275,15300,1,100,2690250
1280,15360,1,100,2301802
1285,15420,1,100,2543669
1290,15480,1,100,2655399
1295,15540,1,100,2520525
1300,15600,1,100,2355993
1305,15660,1,100,2293060
1310,15720,1,100,2667980
1315,15780,1,100,3509044
1320,15840,1,100,2167072
1325,15900,1,100,2708733
1330,15960,1,100,2192954
1335,16020,1,100,2534838
1340,16080,1,100,2213144
1345,16140,1,100,2347185
1350,16200,1,100,2406297
1355,16260,1,100,2554492
1360,16320,1,100,2553377
1365,16380,1,100,2929624
1370,16440,1,100,2880309
1375,16500,1,100,2232642
1380,16560,1,100,2903480
1385,16620,1,100,2650792
1390,16680,1,100,2580642
1395,16740,1,100,3317847
1400,16800,1,100,3265225
1405,16860,1,100,2643267
1410,16920,1,100,2583701
1415,16980,1,100,3237172
1420,17040,1,100,3119988
1425,17100,1,100,2918330
1430,17160,1,100,2447684
1435,17220,1,100,2776424
1440,17280,1,100,2986868
1445,17340,1,100,3379984
1450,17400,1,100,2743330
1455,17460,1,100,3351217
1460,17520,1,100,2769203
1465,17580,1,100,2908345
1470,17640,1,100,2982879
1475,17700,1,100,2269317
1480,17760,1,100,2994464
1485,17820,1,100,2949987
1490,17880,1,100,3069673
1495,17940,1,100,2887114
1500,18000,1,100,2896913
1505,18060,1,100,2710424
1510,18120,1,100,3986063
1515,18180,1,100,3085937
1520,18240,1,100,2873558
1525,18300,1,100,3330182
1530,18360,1,100,3183378
1535,18420,1,100,2813808
1540,18480,1,100,3401950
1545,18540,1,100,2697105
1550,18600,1,100,3320178
1555,18660,1,100,2729015
1560,18720,1,100,2777046
1565,18780,1,100,3317271
1570,18840,1,100,2676930
1575,18900,1,100,2650892
1580,18960,1,100,4041970
1585,19020,1,100,2886913
1590,19080,1,100,2797744
1595,19140,1,100,2599478
1600,19200,1,100,3159392
1605,19260,1,100,3506559
1610,19320,1,100,3689680
1615,19380,1,100,3104087
1620,19440,1,100,3275576
1625,19500,1,100,3688048
1630,19560,1,100,3152800
1635,19620,1,100,3309093
1640,19680,1,100,3913034
1645,19740,1,100,3126904
1650,19800,1,100,3129801
1655,19860,1,100,4409182
1660,19920,1,100,2758432
1665,19980,1,100,3008455
1670,20040,1,100,3141818
1675,20100,1,100,2922364
1680,20160,1,100,3174455
1685,20220,1,100,3145625
1690,20280,1,100,2961471
1695,20340,1,100,3075868
1700,20400,1,100,3043937
1705,20460,1,100,3588263
1710,20520,1,100,3510231
1715,20580,1,100,3726962
1720,20640,1,100,3637499
1725,20700,1,100,4293318
1730,20760,1,100,3875767
1735,20820,1,100,3822657
1740,20880,1,100,3730218
1745,20940,1,100,3826613
1750,21000,1,100,4334656
1755,21060,1,100,3752478
1760,21120,1,100,5234116
1765,21180,1,100,3848128
1770,21240,1,100,5504409
1775,21300,1,100,3737255
1780,21360,1,100,3570612
1785,21420,1,100,3779066
1790,21480,1,100,3664170
1795,21540,1,100,3793723
1800,21600,1,100,3805112
1805,21660,1,100,3684620
1810,21720,1,100,4051613
1815,21780,1,100,3605822
1820,21840,1,100,4684413
1825,21900,1,100,4857725
1830,21960,1,100,3977851
1835,22020,1,100,3764593
1840,22080,1,100,4152455
1845,22140,1,100,6026297
1850,22200,1,100,4139945
1855,22260,1,100,3291636
1860,22320,1,100,6132123
1865,22380,1,100,5305719
1870,22440,1,100,4105945
1875,22500,1,100,7005090
1880,22560,1,100,4374810
1885,22620,1,100,3866668
1890,22680,1,100,4031169
1895,22740,1,100,4450951
1900,22800,1,100,3728402
1905,22860,1,100,4144172
1910,22920,1,100,4347390
1915,22980,1,100,5058046
1920,23040,1,100,4022849
1925,23100,1,100,4475125
1930,23160,1,100,3929120
1935,23220,1,100,5205068
1940,23280,1,100,4381525
1945,23340,1,100,4540877
1950,23400,1,100,4664616
1955,23460,1,100,5253167
1960,23520,1,100,4400199
1965,23580,1,100,4072819
1970,23640,1,100,4279793
1975,23700,1,100,4599373
1980,23760,1,100,4009059
1985,23820,1,100,4755819
1990,23880,1,100,4096322
1995,23940,1,100,4042583
2000,24000,1,100,4529808
2005,24060,1,100,5521854
2010,24120,1,100,4557755
2015,24180,1,100,3906900
2020,24240,1,100,4051542
2025,24300,1,100,4226785
2030,24360,1,100,4294715
2035,24420,1,100,4618879
2040,24480,1,100,4640232
2045,24540,1,100,4599536
2050,24600,1,100,5235684
2055,24660,1,100,4598944
2060,24720,1,100,4418874
