n,m,cmin,cmax,primal_lp
50,100,1,100,24715324
55,110,1,100,3704064
60,120,1,100,4125778
65,130,1,100,2125916
70,140,1,100,2063333
75,150,1,100,2029239
80,160,1,100,2397733
85,170,1,100,2452186
90,180,1,100,2453056
95,190,1,100,1784638
100,200,1,100,2226582
105,210,1,100,1918785
110,220,1,100,2465644
115,230,1,100,2597119
120,240,1,100,2504367
125,250,1,100,2930739
130,260,1,100,2763178
135,270,1,100,2855306
140,280,1,100,2170101
145,290,1,100,2152597
150,300,1,100,2081094
155,310,1,100,2286021
160,320,1,100,2631386
165,330,1,100,2539440
170,340,1,100,2284219
175,350,1,100,2161588
180,360,1,100,2354448
185,370,1,100,2598434
190,380,1,100,2439885
195,390,1,100,2309097
200,400,1,100,2435363
205,410,1,100,2607829
210,420,1,100,2420937
215,430,1,100,2536901
220,440,1,100,2603645
225,450,1,100,2708164
230,460,1,100,2599086
235,470,1,100,2458298
240,480,1,100,2676506
245,490,1,100,3149141
250,500,1,100,2832681
255,510,1,100,2667296
260,520,1,100,3960699
265,530,1,100,3750527
270,540,1,100,3215330
275,550,1,100,3253920
280,560,1,100,4456252
285,570,1,100,3040704
290,580,1,100,3368143
295,590,1,100,3414328
300,600,1,100,3460291
305,610,1,100,4502280
310,620,1,100,4591026
315,630,1,100,3526900
320,640,1,100,4990735
325,650,1,100,5137544
330,660,1,100,6069792
335,670,1,100,6748731
340,680,1,100,5895791
345,690,1,100,5602168
350,700,1,100,5713018
355,710,1,100,6529336
360,720,1,100,6850079
365,730,1,100,6216330
370,740,1,100,5806265
375,750,1,100,5650783
380,760,1,100,5774765
385,770,1,100,6000675
390,780,1,100,6662668
395,790,1,100,8065158
400,800,1,100,7398887
405,810,1,100,7577012
410,820,1,100,6935444
415,830,1,100,8429713
420,840,1,100,8258806
425,850,1,100,8044899
430,860,1,100,8437728
435,870,1,100,9051243
440,880,1,100,9245106
445,890,1,100,7581033
450,900,1,100,7850980
455,910,1,100,7961319
460,920,1,100,8328635
465,930,1,100,7390639
470,940,1,100,7975015
475,950,1,100,7486346
480,960,1,100,8610851
485,970,1,100,10025678
490,980,1,100,9951951
495,990,1,100,10081384
500,1000,1,100,11361879
505,1010,1,100,10252160
510,1020,1,100,11857139
515,1030,1,100,13996846
520,1040,1,100,14356847
525,1050,1,100,12456080
530,1060,1,100,11609038
535,1070,1,100,11140903
540,1080,1,100,9706627
545,1090,1,100,10228120
550,1100,1,100,11282295
555,1110,1,100,10020892
560,1120,1,100,11187304
565,1130,1,100,10634350
570,1140,1,100,9050872
575,1150,1,100,9721411
580,1160,1,100,9648755
585,1170,1,100,10079792
590,1180,1,100,9902255
595,1190,1,100,10658012
600,1200,1,100,9761461
605,1210,1,100,10877066
610,1220,1,100,8976604
615,1230,1,100,9045639
620,1240,1,100,10505707
625,1250,1,100,10263872
630,1260,1,100,9863841
635,1270,1,100,11162959
640,1280,1,100,9996189
645,1290,1,100,10181481
650,1300,1,100,13529968
655,1310,1,100,11372336
660,1320,1,100,11161714
665,1330,1,100,11547413
670,1340,1,100,14149364
675,1350,1,100,11915192
680,1360,1,100,13108058
685,1370,1,100,12126789
690,1380,1,100,11970428
695,1390,1,100,12417799
700,1400,1,100,11584608
705,1410,1,100,12074770
710,1420,1,100,11758721
715,1430,1,100,11987111
720,1440,1,100,12169733
725,1450,1,100,12234098
730,1460,1,100,12070166
735,1470,1,100,13270308
740,1480,1,100,13862802
745,1490,1,100,14615885
750,1500,1,100,16770082
755,1510,1,100,14172394
760,1520,1,100,16017890
765,1530,1,100,17056728
770,1540,1,100,15022668
775,1550,1,100,15481612
780,1560,1,100,14242336
785,1570,1,100,14660763
790,1580,1,100,14038942
795,1590,1,100,15632836
800,1600,1,100,14382735
805,1610,1,100,14892556
810,1620,1,100,14618259
815,1630,1,100,16307739
820,1640,1,100,14887929
825,1650,1,100,17340382
830,1660,1,100,14690069
835,1670,1,100,16237379
840,1680,1,100,15880267
845,1690,1,100,17134138
850,1700,1,100,15782966
855,1710,1,100,17266611
860,1720,1,100,16825969
865,1730,1,100,19764162
870,1740,1,100,17764442
875,1750,1,100,17571213
880,1760,1,100,17280690
885,1770,1,100,18678234
890,1780,1,100,23980735
895,1790,1,100,16909633
900,1800,1,100,17433692
905,1810,1,100,21422476
910,1820,1,100,19654446
915,1830,1,100,17201262
920,1840,1,100,16593550
925,1850,1,100,16864702
930,1860,1,100,17759351
935,1870,1,100,19662722
940,1880,1,100,18271302
945,1890,1,100,18516160
950,1900,1,100,16975512
955,1910,1,100,17840996
960,1920,1,100,16916567
965,1930,1,100,17170359
970,1940,1,100,17230754
975,1950,1,100,7385115
980,1960,1,100,7086114
985,1970,1,100,8200211
990,1980,1,100,8354478
995,1990,1,100,8243530
1000,2000,1,100,7971199
1005,2010,1,100,10018955
1010,2020,1,100,8099336
1015,2030,1,100,7874702
1020,2040,1,100,7990612
1025,2050,1,100,7656586
1030,2060,1,100,7941466
1035,2070,1,100,9584003
1040,2080,1,100,8162612
1045,2090,1,100,7858015
1050,2100,1,100,7973020
1055,2110,1,100,7698023
1060,2120,1,100,7822103
1065,2130,1,100,7957720
1070,2140,1,100,8789025
1075,2150,1,100,7745729
1080,2160,1,100,7737086
1085,2170,1,100,7778526
1090,2180,1,100,7729418
1095,2190,1,100,8039983
